"imgName","lat","lng","dataTime","remark","uploader","marker","checker","label","createdAt","updatedAt","sidewalk","protective","wheelchair","occupation","walkRisk","riskRate","purpose","imgUrl","_id","rankA1","rankB1","rankC1","countyName","townName","villName","villCode"
1152,23.9737981422507,121.611893177032,"2023-01-07T05:17:00.000Z","","63b1b6ca181b964797dff08a",,,,"2023-01-07T09:40:43.833Z","2023-01-08T17:24:28.339Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","公共設施阻礙（機電設備）","無車輛行駛","總是如此(100%~95%)","休閒|其他|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b93e1b181b96f088e05609.jpg","63b93e1b181b96f088e05609",8.6,3,5,"花蓮縣","花蓮市","民主里","10015010027"
1153,23.9732246494436,121.613459587097,"2023-01-07T05:10:00.000Z","","63b1b6ca181b964797dff08a",,,,"2023-01-07T09:41:25.168Z","2023-01-08T17:23:06.544Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","公共設施阻礙（樹穴）","無車輛行駛","總是如此(100%~95%)","休閒|其他|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b93e45181b96823be05614.jpg","63b93e45181b96823be05614",8.6,3,5,"花蓮縣","花蓮市","民主里","10015010027"
1154,23.9737050111137,121.613808274269,"2023-01-07T05:09:00.000Z",,"63b1b6ca181b964797dff08a",,,,"2023-01-07T09:42:22.172Z","2023-01-07T09:42:22.172Z","有設置人行道或騎樓","實體人行道(無實體分隔)","輪椅可以通行（寬於100公分）","公共設施阻礙（機電設備）|公共設施阻礙（樹穴）","有汽車行駛","總是如此(100%~95%)","休閒|其他|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b93e7e181b9633bbe0561f.jpg","63b93e7e181b9633bbe0561f",1.6,-10,0,"花蓮縣","花蓮市","民主里","10015010027"
1155,22.6564,120.278436111111,"2023-01-07T09:42:00.000Z",,"63a939a24ee1acb8de632796","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-07T09:43:20.296Z","2023-01-08T07:46:38.137Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）","有汽車行駛","總是如此(100%~95%)","採購食物|通學|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b93eb8181b963214e05635.jpg","63b93eb8181b963214e05635",2.6,-6,0,"高雄市","鼓山區","忠正里","64000020008"
1156,23.974082436884,121.6143232584,"2023-01-07T05:08:00.000Z",,"63b1b6ca181b964797dff08a","63acec774ee1ac170d632839",,"符合規定","2023-01-07T09:43:26.308Z","2023-01-17T00:51:50.477Z","有設置人行道或騎樓","實體人行道(無實體分隔)","輪椅可以通行（寬於100公分）","公共設施阻礙（機電設備）|公共設施阻礙（樹穴）","有汽車行駛","總是如此(100%~95%)","休閒|其他|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b93ebe181b96ae32e05640.jpg","63b93ebe181b96ae32e05640",1.6,-10,0,"花蓮縣","花蓮市","民主里","10015010027"
1157,23.9741277777778,121.614388888889,"2023-01-07T05:07:00.000Z","","63b1b6ca181b964797dff08a",,,,"2023-01-07T09:44:04.487Z","2023-01-08T17:16:03.610Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","公共設施阻礙（樹穴）","無車輛行駛","總是如此(100%~95%)","休閒|其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b93ee4181b965354e0564b.jpg","63b93ee4181b965354e0564b",8.6,3,5,"花蓮縣","花蓮市","民主里","10015010027"
1158,23.9745235824868,121.614468097687,"2023-01-07T05:06:00.000Z",,"63b1b6ca181b964797dff08a",,,,"2023-01-07T09:44:51.275Z","2023-01-07T09:44:51.275Z","有設置人行道或騎樓","實體人行道(無實體分隔)","輪椅可以通行（寬於100公分）","公共設施阻礙（機電設備）|私人佔用（臨時停車）","有汽車行駛","總是如此(100%~95%)","休閒|其他|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b93f13181b9638d5e05656.jpg","63b93f13181b9638d5e05656",1.6,-9.5,0,"花蓮縣","花蓮市","民主里","10015010027"
1159,23.9744941728269,121.614478826523,"2023-01-07T05:06:00.000Z",,"63b1b6ca181b964797dff08a","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-07T09:45:42.573Z","2023-01-08T07:46:55.907Z","有設置人行道或騎樓","實體人行道(無實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）|私人佔用（商家、住家）|公共設施阻礙（樹穴）","有汽車行駛","總是如此(100%~95%)","休閒|其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b93f46181b96160be05661.jpg","63b93f46181b96160be05661",1.6,-9.5,0,"花蓮縣","花蓮市","民主里","10015010027"
1160,23.9738128471609,121.61508500576,"2023-01-07T05:04:00.000Z",,"63b1b6ca181b964797dff08a","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-07T09:46:26.260Z","2023-01-08T07:47:28.194Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","有汽車行駛","總是如此(100%~95%)","休閒|其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b93f72181b962879e0566c.jpg","63b93f72181b962879e0566c",0,-10,0,"花蓮縣","花蓮市","民主里","10015010027"
1161,23.9738471586115,121.615428328514,"2023-01-07T05:04:00.000Z",,"63b1b6ca181b964797dff08a",,,,"2023-01-07T09:46:58.963Z","2023-01-07T09:46:58.963Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","無車輛行駛","總是如此(100%~95%)","休閒|其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b93f92181b96628ae05677.jpg","63b93f92181b96628ae05677",10,10,10,"花蓮縣","花蓮市","民有里","10015010034"
1162,23.973425617299,121.615101099014,"2023-01-07T05:01:00.000Z",,"63b1b6ca181b964797dff08a",,,,"2023-01-07T09:48:20.151Z","2023-01-07T09:48:20.151Z","有設置人行道或騎樓","實體人行道(無實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","有汽車行駛","總是如此(100%~95%)","休閒|其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b93fe4181b9603d5e05682.jpg","63b93fe4181b9603d5e05682",1.6,-10,0,"花蓮縣","花蓮市","民主里","10015010027"
1163,23.9732736660226,121.614773869514,"2023-01-07T05:00:00.000Z",,"63b1b6ca181b964797dff08a",,,,"2023-01-07T09:49:13.129Z","2023-01-07T09:49:13.129Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","公共設施阻礙（樹穴）","有汽車行駛","總是如此(100%~95%)","休閒|其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b94019181b964fa3e0568d.jpg","63b94019181b964fa3e0568d",2.6,-7,0,"花蓮縣","花蓮市","民主里","10015010027"
1164,23.9734011090407,121.614789962769,"2023-01-07T05:00:00.000Z","","63b1b6ca181b964797dff08a",,,,"2023-01-07T09:50:20.534Z","2023-01-08T17:21:52.155Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|公共設施阻礙（機電設備）","無車輛行駛","總是如此(100%~95%)","休閒|其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b9405c181b96d0d8e05698.jpg","63b9405c181b96d0d8e05698",8.6,3,5,"花蓮縣","花蓮市","民主里","10015010027"
1165,23.9727197775947,121.614355444908,"2023-01-07T04:59:00.000Z",,"63b1b6ca181b964797dff08a","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-07T09:51:29.538Z","2023-01-08T06:11:58.050Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","有汽車行駛","總是如此(100%~95%)","休閒|其他|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b940a1181b960096e056a6.jpg","63b940a1181b960096e056a6",2.6,-7,0,"花蓮縣","花蓮市","民主里","10015010027"
1166,23.9726055555556,121.614236111111,"2023-01-07T04:57:00.000Z",,"63b1b6ca181b964797dff08a",,,,"2023-01-07T09:52:27.150Z","2023-01-07T09:52:27.150Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","有汽車行駛","總是如此(100%~95%)","休閒|其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b940db181b96b368e056b1.jpg","63b940db181b96b368e056b1",2.6,-7,0,"花蓮縣","花蓮市","民主里","10015010027"
1167,23.972523710324,121.61440372467,"2023-01-07T04:56:00.000Z",,"63b1b6ca181b964797dff08a","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-07T09:54:19.947Z","2023-01-08T07:45:42.247Z","有設置人行道或騎樓","實體人行道(無實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","有汽車行駛","總是如此(100%~95%)","休閒|其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b9414b181b961129e056c7.jpg","63b9414b181b961129e056c7",1.6,-10,0,"花蓮縣","花蓮市","民主里","10015010027"
1168,23.9705973335245,121.612622737885,"2023-01-07T04:51:00.000Z","前方人行道應窄於1公尺","63b1b6ca181b964797dff08a","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-07T09:57:07.582Z","2023-01-08T07:46:18.470Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","公共設施阻礙（機電設備）","有汽車行駛","總是如此(100%~95%)","休閒|其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b941f3181b9663a5e056f0.jpg","63b941f3181b9663a5e056f0",2.6,-7,0,"花蓮縣","花蓮市","民主里","10015010027"
1169,23.9749304154262,121.61116361618,"2023-01-07T04:33:00.000Z","","63b1b6ca181b964797dff08a","63acec774ee1ac170d632839",,"符合規定","2023-01-07T09:58:49.503Z","2023-01-17T00:50:03.137Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","無車輛行駛","總是如此(100%~95%)","休閒|其他|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b94259181b9645bae05706.jpg","63b94259181b9645bae05706",8.6,3,5,"花蓮縣","花蓮市","民族里","10015010003"
1170,23.9915555491188,121.597731113434,"2023-01-07T04:04:00.000Z",,"63b1b6ca181b964797dff08a",,,,"2023-01-07T09:59:52.018Z","2023-01-07T09:59:52.018Z","有設置人行道或騎樓","實體人行道(無實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）|公共設施阻礙（機電設備）","有汽車行駛","總是如此(100%~95%)","休閒|其他|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b94298181b96ce94e05711.jpg","63b94298181b96ce94e05711",1.6,-9.5,0,"花蓮縣","花蓮市","國富里","10015010016"
1171,23.9920946537273,121.591283082962,"2023-01-07T04:00:00.000Z",,"63b1b6ca181b964797dff08a","63acec774ee1ac170d632839",,"符合規定","2023-01-07T10:01:03.877Z","2023-01-17T00:22:15.760Z","有設置人行道或騎樓","實體人行道(無實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）","有汽車行駛","總是如此(100%~95%)","休閒|其他|就醫、照護","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b942df181b967955e0571c.jpg","63b942df181b967955e0571c",1.6,-9.5,0,"花蓮縣","花蓮市","國富里","10015010016"
1172,23.9047891442987,121.53612613678,"2023-01-07T03:35:00.000Z",,"63b1b6ca181b964797dff08a",,,,"2023-01-07T10:01:44.829Z","2023-01-07T10:01:44.829Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","有汽車行駛","總是如此(100%~95%)","休閒|其他|採購食物|通學|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b94308181b964e28e05727.jpg","63b94308181b964e28e05727",0,-10,0,"花蓮縣","壽豐鄉","志學村","10015060011"
1173,23.9047204846583,121.536490917206,"2023-01-07T03:34:00.000Z","鄰近國立東華大學的學生校外租屋區，偶有學生步行至志學村中正路用餐","63b1b6ca181b964797dff08a","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-07T10:43:31.686Z","2023-01-08T05:10:39.430Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","有汽車行駛","總是如此(100%~95%)","休閒|其他|通學|採購食物|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b94cd3181b964b32e0573e.jpg","63b94cd3181b964b32e0573e",0,-10,0,"花蓮縣","壽豐鄉","志學村","10015060011"
1174,23.8882705458065,121.536662578583,"2023-01-07T03:24:00.000Z","","63b1b6ca181b964797dff08a","63acec774ee1ac170d632839",,"符合規定","2023-01-07T10:58:21.957Z","2023-01-17T00:45:24.056Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","公共設施阻礙（樹穴）","無車輛行駛","總是如此(100%~95%)","通學|其他|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b9504d181b9689cfe05754.jpg","63b9504d181b9689cfe05754",8.6,3,5,"花蓮縣","壽豐鄉","平和村","10015060010"
1175,23.8696796954588,121.510350108147,"2023-01-07T02:18:00.000Z",,"63b1b6ca181b964797dff08a","6220a7e810be1548e5c8d09a",,"","2023-01-07T10:58:55.263Z","2023-01-08T07:45:21.766Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","有汽車行駛","總是如此(100%~95%)","休閒|其他|採購食物|採購日用|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b9506f181b9677aae0575f.jpg","63b9506f181b9677aae0575f",0,-10,0,"花蓮縣","壽豐鄉","壽豐村","10015060007"
1176,23.956165747818,121.56180024147,"2023-01-07T03:49:00.000Z",,"63b1b6ca181b964797dff08a",,,,"2023-01-07T11:04:34.079Z","2023-01-07T11:04:34.079Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","公共設施阻礙（機電設備）|公共設施阻礙（樹穴）","有汽車行駛","總是如此(100%~95%)","其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b951c2181b96d488e0578a.jpg","63b951c2181b96d488e0578a",2.6,-7,0,"花蓮縣","吉安鄉","永興村","10015050010"
1177,23.9665876324704,121.568570137024,"2023-01-07T03:51:00.000Z",,"63b1b6ca181b964797dff08a","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-07T11:05:03.295Z","2023-01-07T17:26:56.334Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","公共設施阻礙（機電設備）|公共設施阻礙（樹穴）","有汽車行駛","總是如此(100%~95%)","其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b951df181b965aa9e05795.jpg","63b951df181b965aa9e05795",2.6,-7,0,"花蓮縣","吉安鄉","吉安村","10015050006"
1178,23.9824492411099,121.58548951149,"2023-01-07T03:57:00.000Z","中央路南段東側，有為數不少的汽車廠商、二手車商、維修廠、洗車廠，占用人行道的情形頗爲嚴重","63b1b6ca181b964797dff08a","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-07T11:15:59.976Z","2023-01-07T17:26:20.073Z","有設置人行道或騎樓","實體人行道(無實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）","有汽車行駛","總是如此(100%~95%)","其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b9546f181b966412e057c6.jpg","63b9546f181b966412e057c6",1.6,-9.5,0,"花蓮縣","吉安鄉","勝安村","10015050002"
1179,23.9733128792723,121.572968959808,"2023-01-07T03:53:00.000Z","中央路南段東側，有為數不少的汽車廠商、二手車商、維修廠、洗車廠，占用人行道的情形頗爲嚴重","63b1b6ca181b964797dff08a","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-07T11:18:12.601Z","2023-01-07T17:26:04.360Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）|私人佔用（商家、住家）|公共設施阻礙（樹穴）","有汽車行駛","總是如此(100%~95%)","其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b954f4181b96582ae057d1.jpg","63b954f4181b96582ae057d1",2.6,-6,0,"花蓮縣","吉安鄉","吉安村","10015050006"
1180,23.9823708201603,121.585457324982,"2023-01-07T03:57:00.000Z",,"63b1b6ca181b964797dff08a","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-07T11:19:06.781Z","2023-01-07T17:25:41.745Z","有設置人行道或騎樓","實體人行道(無實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）|私人佔用（商家、住家）","有汽車行駛","總是如此(100%~95%)","其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b9552a181b96cd03e057dc.jpg","63b9552a181b96cd03e057dc",1.6,-9.5,0,"花蓮縣","吉安鄉","勝安村","10015050002"
1181,22.7387935887154,120.555199384689,"2023-01-07T13:25:00.000Z",,"63b93718181b969d1be053f6","63ad27004ee1ac2f84632863",,"符合規定|嚴重風險","2023-01-07T14:18:37.603Z","2023-01-07T15:32:55.461Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","私人佔用（商家、住家）|私人佔用（臨時停車）","有汽車行駛","常如此(79~50%)","採購食物|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b97f3d181b96829ae059be.jpg","63b97f3d181b96829ae059be",0,-10,0,"屏東縣","鹽埔鄉","新二村","10013100011"
1182,22.7422617262176,120.557677745819,"2023-01-07T14:19:00.000Z",,"63b93718181b969d1be053f6","63ad27004ee1ac2f84632863",,"符合規定|嚴重風險","2023-01-07T14:22:07.360Z","2023-01-07T15:33:16.431Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","私人佔用（商家、住家）|私人佔用（臨時停車）|沒有人行道或騎樓","有汽車行駛","常如此(79~50%)","採購日用|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b9800f181b96396fe059e0.jpg","63b9800f181b96396fe059e0",0,-10,0,"屏東縣","鹽埔鄉","新二村","10013100011"
1183,22.4654222222222,120.453072222222,"2023-01-07T14:41:00.000Z",,"63ac08584ee1acca51632813","63ad27004ee1ac2f84632863",,"符合規定","2023-01-07T14:44:21.345Z","2023-01-07T15:31:42.157Z","沒有設置人行道或騎樓","沒有人行道或騎樓","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）|私人佔用（商家、住家）","有汽車行駛","總是如此(100%~95%)","就醫、照護","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b98545181b966cb5e05a3e.jpg","63b98545181b966cb5e05a3e",0,-10,0,"屏東縣","東港鎮","新勝里","10013030001"
1184,22.4700361111111,120.456588888889,"2023-01-07T14:37:00.000Z",,"63ac08584ee1acca51632813","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-07T14:45:31.491Z","2023-01-07T15:28:25.719Z","有設置人行道或騎樓","標線人行道(無實體分隔)","輪椅可以通行（寬於100公分）","沒有人行道或騎樓|私人佔用（臨時停車）","有汽車行駛","總是如此(100%~95%)","採購日用|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b9858b181b960e04e05a4c.jpg","63b9858b181b960e04e05a4c",0.8,-10,0,"屏東縣","東港鎮","新街里","10013030027"
1185,22.9872305555556,120.201866666667,"2023-01-07T14:52:00.000Z",,"63b541fc181b961bfde0195c","6220a7e810be1548e5c8d09a",,"資料有誤","2023-01-07T14:53:37.247Z","2023-01-07T15:21:06.326Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","有機車行駛","偶爾如此(29~10%)","其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b98771181b9660e0e05a95.jpg","63b98771181b9660e0e05a95",6.4,4,4,"臺南市","中西區","南門里","67000370041"
1186,22.4781,120.469611111111,"2023-01-07T15:15:00.000Z",,"63ac08584ee1acca51632813","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-07T15:34:58.373Z","2023-01-07T17:23:35.802Z","有設置人行道或騎樓","標線人行道(無實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","有汽車行駛","總是如此(100%~95%)","通學|採購日用|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b99122181b96f66ce05be1.jpg","63b99122181b96f66ce05be1",1.4,-10,0,"屏東縣","東港鎮","東新里","10013030026"
1187,22.4776,120.469427777778,"2023-01-07T15:14:00.000Z",,"63ac08584ee1acca51632813","6220a7e810be1548e5c8d09a",,"同樣態多筆","2023-01-07T15:36:07.402Z","2023-01-07T17:24:01.527Z","有設置人行道或騎樓","標線人行道(無實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","有汽車行駛","總是如此(100%~95%)","採購日用|採購食物|就醫、照護","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b99167181b963c4ae05bef.jpg","63b99167181b963c4ae05bef",1.4,-10,0,"屏東縣","東港鎮","東新里","10013030026"
1188,22.4867388888889,120.486227777778,"2023-01-07T15:19:00.000Z",,"63ac08584ee1acca51632813","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-07T15:36:55.233Z","2023-01-07T17:24:49.702Z","沒有設置人行道或騎樓","沒有人行道或騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）","有汽車行駛","總是如此(100%~95%)","採購日用|採購食物|就醫、照護","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b99197181b969f7fe05bfa.jpg","63b99197181b969f7fe05bfa",0,-10,0,"屏東縣","東港鎮","興和里","10013030021"
1189,24.1349364338512,120.643336772919,"2023-01-07T15:59:00.000Z","人行道斜坡上停滿機車，扣除機車位置，剩下的就是有高低落差的水溝蓋、輪椅、推車均無法通過。雖然旁邊就是騎樓，但是騎樓和隔壁大樓之間又存在一個階梯特高低落差，因此輪椅推車無法通行只能在大馬路上與車子一起並行走。","63b61f05181b96818ee026cc","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-07T16:05:01.982Z","2023-01-07T17:25:26.400Z","有設置人行道或騎樓","實體人行道(無實體分隔)","輪椅無法通行（窄於100公分）","私人佔用（臨時停車）|私人佔用（商家、住家）","有機車行駛","總是如此(100%~95%)","親子活動|採購食物|採購日用|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b9982d181b962de3e05ca1.jpg","63b9982d181b962de3e05ca1",3.5,-8,0.4,"臺中市","南屯區","向心里","66000070018"
1190,24.8141800576079,121.028866767883,"2023-01-07T03:00:00.000Z","","63b99904181b963402e05cd4","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-07T16:11:44.113Z","2023-01-07T17:25:10.492Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","公共設施阻礙（機電設備）|公共設施阻礙（樹穴）|私人佔用（商家、住家）","有機車行駛","有時如此(49~30%)","親子活動|就醫、照護|通學|採購食物|工作","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b999c0181b965176e05ce7.jpg","63b999c0181b965176e05ce7",5,-3,2,"新竹縣","竹北市","中興里","10004010004"
1191,24.8113802699946,120.95734834671,"2023-01-08T01:09:00.000Z",,"6220a7e810be1548e5c8d09a","63acec774ee1ac170d632839",,"符合規定","2023-01-08T01:10:20.676Z","2023-01-12T00:53:21.506Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）","有機車行駛","常如此(79~50%)","親子活動|採購食物|休閒|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ba17fc181b960f0be05fb1.jpg","63ba17fc181b960f0be05fb1",5.2,-2,1.6,"新竹市","北區","磐石里","10018020037"
1192,24.7995669045278,120.952466726303,"2023-01-08T01:10:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2023-01-08T01:11:09.315Z","2023-01-08T01:11:09.315Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅無法通行（窄於100公分）","私人佔用（商家、住家）","有機車行駛","總是如此(100%~95%)","親子活動|採購食物|休閒|採購日用|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ba182d181b965dede05fbc.jpg","63ba182d181b965dede05fbc",4,-5.5,1,"新竹市","香山區","頂埔里","10018030009"
1193,24.7570518805895,120.952236056328,"2023-01-08T01:11:00.000Z",,"6220a7e810be1548e5c8d09a","63b1b6ca181b964797dff08a",,"符合規定","2023-01-08T01:12:22.781Z","2023-01-08T17:20:47.960Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","有汽車行駛","總是如此(100%~95%)","採購食物|休閒|通學|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ba1876181b967e57e05fc7.jpg","63ba1876181b967e57e05fc7",0,-10,0,"新竹市","香山區","茄苳里","10018030017"
1194,24.1419111111111,120.654044444444,"2023-01-08T00:49:00.000Z",,"63aafbf84ee1ac0e056327cd","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-08T01:24:57.512Z","2023-01-08T05:10:53.813Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","有汽車行駛","總是如此(100%~95%)","採購日用|採購食物|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ba1b69181b96c9b0e05fd2.jpg","63ba1b69181b96c9b0e05fd2",0,-10,0,"臺中市","南屯區","大同里","66000070015"
1195,24.1418888888889,120.653983333333,"2023-01-08T00:49:00.000Z",,"63aafbf84ee1ac0e056327cd","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-08T01:25:25.272Z","2023-01-08T05:11:55.773Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","有汽車行駛","總是如此(100%~95%)","採購食物|休閒|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63ba1b85181b967704e05fdd.jpg","63ba1b85181b967704e05fdd",0,-10,0,"臺中市","南屯區","大同里","66000070015"
